term,class,prob
播出,3,0.0000239975042595570068422
播出,2,0.0002928067150339981042015
播出,5,0.0000389635690629261616583
幾隻,1,0.0004435081494622463544296
幾隻,3,0.0000119987521297785034211
幾隻,2,0.0000325340794482220123309
幾隻,5,0.0000389635690629261616583
囉,1,0.0001108770373655615886074
囉,3,0.0001439850255573420342772
囉,2,0.0000325340794482220123309
囉,5,0.0000389635690629261616583
肝臟,1,0.0001108770373655615886074
肝臟,3,0.0005039475894506971606276
肝臟,2,0.0000325340794482220123309
肝臟,5,0.0000389635690629261616583
從而,1,0.0001108770373655615886074
從而,3,0.0002519737947253485803138
從而,2,0.0000976022383446660437688
從而,5,0.0000389635690629261616583
放置,1,0.0001108770373655615886074
放置,3,0.0001439850255573420342772
放置,2,0.0000325340794482220123309
放置,5,0.0000389635690629261616583
毛,1,0.0012196474110211775153390
毛,3,0.0000239975042595570068422
毛,2,0.0000325340794482220123309
毛,5,0.0000389635690629261616583
跟,1,0.0018849096352145471282985
跟,3,0.0010198939310311727450553
跟,2,0.0017243062107557666738644
跟,5,0.0033508669394116501194514
放在,1,0.0006652622241933695045393
放在,3,0.0004799500851911400961872
放在,2,0.0001626703972411100548780
放在,5,0.0001168907071887784985273
10,1,0.0003326311120966847522697
10,3,0.0013678577427947494205007
10,2,0.0009434883039984383237136
10,5,0.0005454899668809662632157
13,1,0.0004435081494622463544296
13,3,0.0003239663075040195567948
13,2,0.0003904089533786641750754
13,5,0.0000779271381258523233165
12,1,0.0002217540747311231772148
12,3,0.0005759401022293681371086
12,2,0.0005530793506197742570585
12,5,0.0004285992596921877782409
15,1,0.0001108770373655615886074
15,3,0.0006719301192675961780301
15,2,0.0006181475095162182681677
15,5,0.0002727449834404831316079
親愛,1,0.0001108770373655615886074
親愛,3,0.0000119987521297785034211
親愛,2,0.0000325340794482220123309
親愛,5,0.0001948178453146308082913
防止,1,0.0001108770373655615886074
防止,3,0.0003119675553742410787847
防止,2,0.0000325340794482220123309
防止,5,0.0001558542762517046466331
婚姻,1,0.0001108770373655615886074
婚姻,3,0.0000959900170382280273689
婚姻,2,0.0007157497478608842306214
婚姻,5,0.0005454899668809662632157
能,1,0.0017740325978489854177184
能,3,0.0028437042547575053057229
能,2,0.0009109542245502163723692
能,5,0.0018312877459575297063588
合照,1,0.0001108770373655615886074
合照,3,0.0000599937606488925120234
合照,2,0.0004880111917233301917392
合照,5,0.0000389635690629261616583
會,1,0.0053220977935469560363146
會,3,0.0066353099277675119463393
會,2,0.0038390213748901976312244
會,5,0.0038573933372296901125886
還有,1,0.0007761392615589311066993
還有,3,0.0007559213841760456867314
還有,2,0.0008133519862055503014953
還有,5,0.0002337814143775569970547
變得,1,0.0002217540747311231772148
變得,3,0.0003239663075040195567948
變得,2,0.0000650681588964440246617
變得,5,0.0001948178453146308082913
倍,1,0.0001108770373655615886074
倍,3,0.0000839912649084495222538
倍,2,0.0000325340794482220123309
倍,5,0.0000389635690629261616583
人氣,1,0.0001108770373655615886074
人氣,3,0.0003359650596337980890151
人氣,2,0.0002277385561375540930923
人氣,5,0.0000389635690629261616583
忘記,1,0.0001108770373655615886074
忘記,3,0.0001559837776871205393923
忘記,2,0.0000650681588964440246617
忘記,5,0.0004675628287551139941093
如果,1,0.0009978933362900543110191
如果,3,0.0024357466823450362944370
如果,2,0.0010085564628948824432431
如果,5,0.0014416520553282680897761
相當,1,0.0004435081494622463544296
相當,3,0.0001799812819466775496227
相當,2,0.0007808179067573283501508
相當,5,0.0000389635690629261616583
還在,1,0.0003326311120966847522697
還在,3,0.0000479950085191140136845
還在,2,0.0000650681588964440246617
還在,5,0.0003506721215663354549244
孩子,1,0.0007761392615589311066993
孩子,3,0.0007919176405653811749719
孩子,2,0.0009109542245502163723692
孩子,5,0.0040911747516072472993787
維生素,1,0.0001108770373655615886074
維生素,3,0.0004799500851911400961872
維生素,2,0.0000325340794482220123309
維生素,5,0.0000389635690629261616583
-,1,0.0001108770373655615886074
-,3,0.0010558901874205082332958
-,2,0.0009109542245502163723692
-,5,0.0014026884862653418196976
皮,1,0.0001108770373655615886074
皮,3,0.0001679825298168990445075
皮,2,0.0000325340794482220123309
皮,5,0.0000389635690629261616583
絕對,1,0.0003326311120966847522697
絕對,3,0.0006479326150080391135896
絕對,2,0.0003904089533786641750754
絕對,5,0.0000389635690629261616583
形成,1,0.0001108770373655615886074
形成,3,0.0002159775383360130649683
形成,2,0.0000325340794482220123309
形成,5,0.0000389635690629261616583
憑藉,1,0.0001108770373655615886074
憑藉,3,0.0000599937606488925120234
憑藉,2,0.0003904089533786641750754
憑藉,5,0.0000389635690629261616583
甜蜜,1,0.0001108770373655615886074
甜蜜,3,0.0001319862734275635291620
甜蜜,2,0.0004554771122751081861846
甜蜜,5,0.0000389635690629261616583
這時,1,0.0001108770373655615886074
這時,3,0.0000839912649084495222538
這時,2,0.0001301363177928880493234
這時,5,0.0006234171050068185865323
十二生肖,1,0.0001108770373655615886074
十二生肖,3,0.0000959900170382280273689
十二生肖,2,0.0000325340794482220123309
十二生肖,5,0.0000389635690629261616583
不是,1,0.0005543851868278080107996
不是,3,0.0011518802044587362742173
不是,2,0.0010085564628948824432431
不是,5,0.0020650691603350868931488
食用,1,0.0002217540747311231772148
食用,3,0.0005999376064889252015491
食用,2,0.0000325340794482220123309
食用,5,0.0000389635690629261616583
排出,1,0.0001108770373655615886074
排出,3,0.0002519737947253485803138
排出,2,0.0000325340794482220123309
排出,5,0.0000389635690629261616583
中間,1,0.0002217540747311231772148
中間,3,0.0001679825298168990445075
中間,2,0.0000325340794482220123309
中間,5,0.0000389635690629261616583
作品,1,0.0006652622241933695045393
作品,3,0.0001319862734275635291620
作品,2,0.0004880111917233301917392
作品,5,0.0000389635690629261616583
它們,1,0.0026610488967734780181573
它們,3,0.0004439538288018046079467
它們,2,0.0000976022383446660437688
它們,5,0.0000389635690629261616583
回,1,0.0001108770373655615886074
回,3,0.0000479950085191140136845
回,2,0.0002602726355857760986469
回,5,0.0005454899668809662632157
互動,1,0.0008870162989244927088592
互動,3,0.0000119987521297785034211
互動,2,0.0001626703972411100548780
互動,5,0.0000389635690629261616583
均勻,1,0.0001108770373655615886074
均勻,3,0.0001559837776871205393923
均勻,2,0.0000325340794482220123309
均勻,5,0.0000389635690629261616583
避免,1,0.0001108770373655615886074
避免,3,0.0002759712989849055905442
避免,2,0.0000650681588964440246617
避免,5,0.0000389635690629261616583
清水,1,0.0001108770373655615886074
清水,3,0.0000959900170382280273689
清水,2,0.0000325340794482220123309
清水,5,0.0000389635690629261616583
屬於,1,0.0002217540747311231772148
屬於,3,0.0003359650596337980890151
屬於,2,0.0002277385561375540930923
屬於,5,0.0000779271381258523233165
產生,1,0.0001108770373655615886074
產生,3,0.0003479638117635765670252
產生,2,0.0001626703972411100548780
產生,5,0.0001168907071887784985273
認定,1,0.0001108770373655615886074
認定,3,0.0000959900170382280273689
認定,2,0.0000325340794482220123309
認定,5,0.0000389635690629261616583
必須,1,0.0003326311120966847522697
必須,3,0.0003479638117635765670252
必須,2,0.0000976022383446660437688
必須,5,0.0004675628287551139941093
身材,1,0.0001108770373655615886074
身材,3,0.0001799812819466775496227
身材,2,0.0008784201451019943126045
身材,5,0.0000779271381258523233165
現象,1,0.0001108770373655615886074
現象,3,0.0001079887691680065324841
現象,2,0.0000325340794482220123309
現象,5,0.0000389635690629261616583
後來,1,0.0008870162989244927088592
後來,3,0.0000479950085191140136845
後來,2,0.0008784201451019943126045
後來,5,0.0006623806740697447481905
做,1,0.0009978933362900543110191
做,3,0.0017278203066881045197462
做,2,0.0014640335751699906294276
做,5,0.0024936684200272743461291
兒子,1,0.0001108770373655615886074
兒子,3,0.0000599937606488925120234
兒子,2,0.0003253407944822201097561
兒子,5,0.0006623806740697447481905
他用,1,0.0001108770373655615886074
他用,3,0.0000119987521297785034211
他用,2,0.0000325340794482220123309
他用,5,0.0001948178453146308082913
本身,1,0.0002217540747311231772148
本身,3,0.0001919800340764560547379
本身,2,0.0000650681588964440246617
本身,5,0.0000389635690629261616583
戒指,1,0.0001108770373655615886074
戒指,3,0.0000119987521297785034211
戒指,2,0.0000650681588964440246617
戒指,5,0.0002727449834404831316079
之外,1,0.0001108770373655615886074
之外,3,0.0002999688032444626007746
之外,2,0.0003253407944822201097561
之外,5,0.0000779271381258523233165
拍攝,1,0.0007761392615589311066993
拍攝,3,0.0001199875212977850240468
拍攝,2,0.0010736246217913263459320
拍攝,5,0.0003117085525034092932661
8,1,0.0005543851868278080107996
8,3,0.0007439226320462671545111
8,2,0.0005205452711715521972938
8,5,0.0004285992596921877782409
方法,1,0.0001108770373655615886074
方法,3,0.0006959276235271531340504
方法,2,0.0002928067150339981042015
方法,5,0.0000779271381258523233165
知道,1,0.0015522785231178622133985
知道,3,0.0010438914352907298094958
知道,2,0.0015616358135146567003015
知道,5,0.0026884862653419054796811
兩隻,1,0.0011087703736556160215992
兩隻,3,0.0000359962563893355085693
兩隻,2,0.0000650681588964440246617
兩隻,5,0.0000389635690629261616583
兩人,1,0.0001108770373655615886074
兩人,3,0.0003359650596337980890151
兩人,2,0.0028304649119953151879814
兩人,5,0.0009351256575102279882186
富含,1,0.0001108770373655615886074
富含,3,0.0001559837776871205393923
富含,2,0.0000325340794482220123309
富含,5,0.0000389635690629261616583
亮點,1,0.0001108770373655615886074
亮點,3,0.0000119987521297785034211
亮點,2,0.0002277385561375540930923
亮點,5,0.0000389635690629261616583
男人,1,0.0002217540747311231772148
男人,3,0.0006599313671378176458099
男人,2,0.0004880111917233301917392
男人,5,0.0025715955581531268862860
不要,1,0.0005543851868278080107996
不要,3,0.0014758465119627558852222
不要,2,0.0006832156684126622792769
不要,5,0.0018312877459575297063588
他給,1,0.0001108770373655615886074
他給,3,0.0000119987521297785034211
他給,2,0.0000325340794482220123309
他給,5,0.0001948178453146308082913
不如,1,0.0001108770373655615886074
不如,3,0.0001079887691680065324841
不如,2,0.0000325340794482220123309
不如,5,0.0000389635690629261616583
16,1,0.0001108770373655615886074
16,3,0.0002999688032444626007746
16,2,0.0002602726355857760986469
16,5,0.0000779271381258523233165
煮,1,0.0001108770373655615886074
煮,3,0.0002399750425955700480936
煮,2,0.0000325340794482220123309
煮,5,0.0000389635690629261616583
還能,1,0.0003326311120966847522697
還能,3,0.0002519737947253485803138
還能,2,0.0000325340794482220123309
還能,5,0.0001168907071887784985273
離婚,1,0.0001108770373655615886074
離婚,3,0.0000239975042595570068422
離婚,2,0.0000650681588964440246617
離婚,5,0.0008571985193843755564819
最好,1,0.0001108770373655615886074
最好,3,0.0006719301192675961780301
最好,2,0.0001626703972411100548780
最好,5,0.0003117085525034092932661
減少,1,0.0003326311120966847522697
減少,3,0.0003599625638933550992454
減少,2,0.0000325340794482220123309
減少,5,0.0000389635690629261616583
需要,1,0.0003326311120966847522697
需要,3,0.0010678889395502868739363
需要,2,0.0005205452711715521972938
需要,5,0.0008182349503214493948236
第二名,1,0.0001108770373655615886074
第二名,3,0.0001079887691680065324841
第二名,2,0.0000325340794482220123309
第二名,5,0.0000389635690629261616583
老婆,1,0.0001108770373655615886074
老婆,3,0.0000599937606488925120234
老婆,2,0.0003253407944822201097561
老婆,5,0.0016754334697058250597257
二,1,0.0002217540747311231772148
二,3,0.0002159775383360130649683
二,2,0.0000325340794482220123309
二,5,0.0000779271381258523233165
宣傳,1,0.0001108770373655615886074
宣傳,3,0.0000119987521297785034211
宣傳,2,0.0002602726355857760986469
宣傳,5,0.0000389635690629261616583
一些,1,0.0005543851868278080107996
一些,3,0.0008039163926951597071921
一些,2,0.0003578748739304421153107
一些,5,0.0004675628287551139941093
緩解,1,0.0001108770373655615886074
緩解,3,0.0001559837776871205393923
緩解,2,0.0000325340794482220123309
緩解,5,0.0000389635690629261616583
非常,1,0.0013305244483867390090787
非常,3,0.0012598689736267427389388
非常,2,0.0017893743696522107933938
非常,5,0.0003117085525034092932661
哪些,1,0.0001108770373655615886074
哪些,3,0.0002039787862062345598531
哪些,2,0.0000325340794482220123309
哪些,5,0.0000389635690629261616583
梨,1,0.0001108770373655615886074
梨,3,0.0001679825298168990445075
梨,2,0.0000325340794482220123309
梨,5,0.0000389635690629261616583
含,1,0.0001108770373655615886074
含,3,0.0001439850255573420342772
含,2,0.0000325340794482220123309
含,5,0.0000389635690629261616583
回家,1,0.0009978933362900543110191
回家,3,0.0001439850255573420342772
回家,2,0.0001952044766893320875377
回家,5,0.0008961620884473018265604
獵犬,1,0.0005543851868278080107996
獵犬,3,0.0000119987521297785034211
獵犬,2,0.0000325340794482220123309
獵犬,5,0.0000389635690629261616583
3,1,0.0003326311120966847522697
3,3,0.0019917928535432313612297
3,2,0.0014640335751699906294276
3,5,0.0006623806740697447481905
一隻,1,0.0037698192704290942565970
一隻,3,0.0001319862734275635291620
一隻,2,0.0000650681588964440246617
一隻,5,0.0000779271381258523233165
只要,1,0.0005543851868278080107996
只要,3,0.0008999064097333877481136
只要,2,0.0005205452711715521972938
只要,5,0.0007013442431326709098488
少許,1,0.0001108770373655615886074
少許,3,0.0001079887691680065324841
少許,2,0.0000325340794482220123309
少許,5,0.0000389635690629261616583
醫院,1,0.0002217540747311231772148
醫院,3,0.0001199875212977850240468
醫院,2,0.0002602726355857760986469
醫院,5,0.0012078706409507111198265
水平,1,0.0001108770373655615886074
水平,3,0.0000839912649084495222538
水平,2,0.0000325340794482220123309
水平,5,0.0000389635690629261616583
位置,1,0.0001108770373655615886074
位置,3,0.0001919800340764560547379
位置,2,0.0000650681588964440246617
位置,5,0.0000389635690629261616583
流行,1,0.0002217540747311231772148
流行,3,0.0003119675553742410787847
流行,2,0.0001626703972411100548780
流行,5,0.0000389635690629261616583
目的,1,0.0001108770373655615886074
目的,3,0.0001679825298168990445075
目的,2,0.0000976022383446660437688
目的,5,0.0000779271381258523233165
一點,1,0.0003326311120966847522697
一點,3,0.0007079263756569316662706
一點,2,0.0002602726355857760986469
一點,5,0.0005454899668809662632157
演員,1,0.0001108770373655615886074
演員,3,0.0002399750425955700480936
演員,2,0.0008784201451019943126045
演員,5,0.0000389635690629261616583
恩愛,1,0.0001108770373655615886074
恩愛,3,0.0000119987521297785034211
恩愛,2,0.0003253407944822201097561
恩愛,5,0.0000389635690629261616583
演藝圈,1,0.0001108770373655615886074
演藝圈,3,0.0000959900170382280273689
演藝圈,2,0.0007808179067573283501508
演藝圈,5,0.0000389635690629261616583
可以,1,0.0027719259341390397287375
可以,3,0.0047515058433922870498312
可以,2,0.0022448514819273187627380
可以,5,0.0025326319890902008330480
影響,1,0.0002217540747311231772148
影響,3,0.0005039475894506971606276
影響,2,0.0002277385561375540930923
影響,5,0.0000389635690629261616583
或是,1,0.0002217540747311231772148
或是,3,0.0008879076576036092158933
或是,2,0.0001626703972411100548780
或是,5,0.0001558542762517046466331
她,1,0.0029936800088701631498977
她,3,0.0056154159967363396349649
她,2,0.0109314506946025964684299
她,5,0.0211182544321059824377063
容易,1,0.0003326311120966847522697
容易,3,0.0015958340332605409905842
容易,2,0.0002602726355857760986469
容易,5,0.0001168907071887784985273
當初,1,0.0002217540747311231772148
當初,3,0.0000479950085191140136845
當初,2,0.0003578748739304421153107
當初,5,0.0003896356906292616165827
故事,1,0.0008870162989244927088592
故事,3,0.0000839912649084495222538
故事,2,0.0005530793506197742570585
故事,5,0.0007403078121955970715071
擁有,1,0.0002217540747311231772148
擁有,3,0.0007439226320462671545111
擁有,2,0.0003904089533786641750754
擁有,5,0.0002337814143775569970547
起身,1,0.0001108770373655615886074
起身,3,0.0000239975042595570068422
起身,2,0.0000325340794482220123309
起身,5,0.0003117085525034092932661
較,1,0.0002217540747311231772148
較,3,0.0003839600681529121094758
較,2,0.0001952044766893320875377
較,5,0.0000779271381258523233165
不能,1,0.0004435081494622463544296
不能,3,0.0007559213841760456867314
不能,2,0.0004554771122751081861846
不能,5,0.0012078706409507111198265
期待,1,0.0001108770373655615886074
期待,3,0.0000719925127786710171386
期待,2,0.0004229430328268861806300
期待,5,0.0001558542762517046466331
保證,1,0.0001108770373655615886074
保證,3,0.0001919800340764560547379
保證,2,0.0000650681588964440246617
保證,5,0.0000779271381258523233165
各種,1,0.0004435081494622463544296
各種,3,0.0005039475894506971606276
各種,2,0.0003578748739304421153107
各種,5,0.0001948178453146308082913
感覺,1,0.0007761392615589311066993
感覺,3,0.0008759089054738306836731
感覺,2,0.0002277385561375540930923
感覺,5,0.0004675628287551139941093
五官,1,0.0001108770373655615886074
五官,3,0.0001799812819466775496227
五官,2,0.0000325340794482220123309
五官,5,0.0000389635690629261616583
回到,1,0.0002217540747311231772148
回到,3,0.0000239975042595570068422
回到,2,0.0001301363177928880493234
回到,5,0.0005065263978180401015575
壓抑,1,0.0001108770373655615886074
壓抑,3,0.0000839912649084495222538
壓抑,2,0.0000325340794482220123309
壓抑,5,0.0000389635690629261616583
.,1,0.0003326311120966847522697
.,3,0.0077751913800964697967566
.,2,0.0009760223834466603834784
.,5,0.0003896356906292616165827
專輯,1,0.0001108770373655615886074
專輯,3,0.0000359962563893355085693
專輯,2,0.0005530793506197742570585
專輯,5,0.0000389635690629261616583
答應,1,0.0001108770373655615886074
答應,3,0.0000119987521297785034211
答應,2,0.0000650681588964440246617
答應,5,0.0002337814143775569970547
解毒,1,0.0001108770373655615886074
解毒,3,0.0001799812819466775496227
解毒,2,0.0000325340794482220123309
解毒,5,0.0000389635690629261616583
沒見過,1,0.0001108770373655615886074
沒見過,3,0.0000119987521297785034211
沒見過,2,0.0000325340794482220123309
沒見過,5,0.0002337814143775569970547
有些,1,0.0002217540747311231772148
有些,3,0.0004679513330613616181770
有些,2,0.0001952044766893320875377
有些,5,0.0005454899668809662632157
時,1,0.0011087703736556160215992
時,3,0.0016438290417796549026247
時,2,0.0023099196408237630991078
時,5,0.0020261055912721604062299
合作,1,0.0001108770373655615886074
合作,3,0.0000839912649084495222538
合作,2,0.0007482838273091062903861
合作,5,0.0000389635690629261616583
屆,1,0.0001108770373655615886074
屆,3,0.0000599937606488925120234
屆,2,0.0002602726355857760986469
屆,5,0.0000389635690629261616583
400,1,0.0001108770373655615886074
400,3,0.0001919800340764560547379
400,2,0.0000325340794482220123309
400,5,0.0001168907071887784985273
妹妹,1,0.0001108770373655615886074
妹妹,3,0.0000119987521297785034211
妹妹,2,0.0001301363177928880493234
妹妹,5,0.0008571985193843755564819
喜悅,1,0.0001108770373655615886074
喜悅,3,0.0000239975042595570068422
喜悅,2,0.0000325340794482220123309
喜悅,5,0.0002337814143775569970547
保持,1,0.0002217540747311231772148
保持,3,0.0005399438458400326488681
保持,2,0.0003253407944822201097561
保持,5,0.0001558542762517046466331
鼓勵,1,0.0003326311120966847522697
鼓勵,3,0.0000239975042595570068422
鼓勵,2,0.0000325340794482220123309
鼓勵,5,0.0002727449834404831316079
生病,1,0.0001108770373655615886074
生病,3,0.0000839912649084495222538
生病,2,0.0000325340794482220123309
生病,5,0.0002727449834404831316079
放入,1,0.0001108770373655615886074
放入,3,0.0004199563245422475977163
放入,2,0.0000325340794482220123309
放入,5,0.0000389635690629261616583
那年,1,0.0001108770373655615886074
那年,3,0.0000119987521297785034211
那年,2,0.0001301363177928880493234
那年,5,0.0002727449834404831316079
泡,1,0.0001108770373655615886074
泡,3,0.0001799812819466775496227
泡,2,0.0000650681588964440246617
泡,5,0.0000389635690629261616583
若,1,0.0001108770373655615886074
若,3,0.0003359650596337980890151
若,2,0.0001301363177928880493234
若,5,0.0000389635690629261616583
那時,1,0.0001108770373655615886074
那時,3,0.0000239975042595570068422
那時,2,0.0002602726355857760986469
那時,5,0.0000389635690629261616583
可,1,0.0004435081494622463544296
可,3,0.0008759089054738306836731
可,2,0.0003253407944822201097561
可,5,0.0009740892265731541498769
血液,1,0.0001108770373655615886074
血液,3,0.0002039787862062345598531
血液,2,0.0000325340794482220123309
血液,5,0.0000389635690629261616583
一輩子,1,0.0002217540747311231772148
一輩子,3,0.0000839912649084495222538
一輩子,2,0.0001626703972411100548780
一輩子,5,0.0006234171050068185865323
直說,1,0.0001108770373655615886074
直說,3,0.0000119987521297785034211
直說,2,0.0001626703972411100548780
直說,5,0.0000389635690629261616583
人體,1,0.0001108770373655615886074
人體,3,0.0005039475894506971606276
人體,2,0.0000325340794482220123309
人體,5,0.0000389635690629261616583
很多,1,0.0004435081494622463544296
很多,3,0.0012598689736267427389388
很多,2,0.0017893743696522107933938
很多,5,0.0008182349503214493948236
代表,1,0.0002217540747311231772148
代表,3,0.0005639413500995896048884
代表,2,0.0000650681588964440246617
代表,5,0.0002337814143775569970547
引起,1,0.0002217540747311231772148
引起,3,0.0003479638117635765670252
引起,2,0.0003904089533786641750754
引起,5,0.0000389635690629261616583
不適,1,0.0001108770373655615886074
不適,3,0.0001199875212977850240468
不適,2,0.0000325340794482220123309
不適,5,0.0000779271381258523233165
愛吃,1,0.0001108770373655615886074
愛吃,3,0.0000359962563893355085693
愛吃,2,0.0000650681588964440246617
愛吃,5,0.0003117085525034092932661
經紀人,1,0.0001108770373655615886074
經紀人,3,0.0000119987521297785034211
經紀人,2,0.0003904089533786641750754
經紀人,5,0.0000389635690629261616583
那麼,1,0.0006652622241933695045393
那麼,3,0.0008279138969547166632124
那麼,2,0.0004229430328268861806300
那麼,5,0.0010130527956360802031149
人稱,1,0.0001108770373655615886074
人稱,3,0.0000839912649084495222538
人稱,2,0.0000325340794482220123309
人稱,5,0.0000389635690629261616583
粉絲團,1,0.0001108770373655615886074
粉絲團,3,0.0000119987521297785034211
粉絲團,2,0.0001626703972411100548780
粉絲團,5,0.0000389635690629261616583
婚紗,1,0.0001108770373655615886074
婚紗,3,0.0000119987521297785034211
婚紗,2,0.0001626703972411100548780
婚紗,5,0.0006623806740697447481905
別,1,0.0001108770373655615886074
別,3,0.0001919800340764560547379
別,2,0.0001626703972411100548780
別,5,0.0006234171050068185865323
巨蟹座,1,0.0001108770373655615886074
巨蟹座,3,0.0001919800340764560547379
巨蟹座,2,0.0000325340794482220123309
巨蟹座,5,0.0000389635690629261616583
提高,1,0.0002217540747311231772148
提高,3,0.0002039787862062345598531
提高,2,0.0000325340794482220123309
提高,5,0.0000389635690629261616583
說,1,0.0023284177846767933200978
說,3,0.0015838352811307623499437
說,2,0.0041643621693724175783502
說,5,0.0088836937463471661591274
節目,1,0.0006652622241933695045393
節目,3,0.0000479950085191140136845
節目,2,0.0007157497478608842306214
節目,5,0.0000389635690629261616583
隨著,1,0.0002217540747311231772148
隨著,3,0.0002999688032444626007746
隨著,2,0.0000650681588964440246617
隨著,5,0.0000779271381258523233165
注意,1,0.0003326311120966847522697
注意,3,0.0006119363586187036253491
注意,2,0.0002928067150339981042015
注意,5,0.0000779271381258523233165
9,1,0.0002217540747311231772148
9,3,0.0006719301192675961780301
9,2,0.0002602726355857760986469
9,5,0.0002727449834404831316079
很大,1,0.0005543851868278080107996
很大,3,0.0003719613160231335772556
很大,2,0.0000976022383446660437688
很大,5,0.0001558542762517046466331
我問,1,0.0001108770373655615886074
我問,3,0.0000119987521297785034211
我問,2,0.0000650681588964440246617
我問,5,0.0002337814143775569970547
助理,1,0.0001108770373655615886074
助理,3,0.0000119987521297785034211
助理,2,0.0004229430328268861806300
助理,5,0.0000389635690629261616583
難怪,1,0.0001108770373655615886074
難怪,3,0.0000119987521297785034211
難怪,2,0.0001626703972411100548780
難怪,5,0.0000389635690629261616583
家屬,1,0.0001108770373655615886074
家屬,3,0.0000119987521297785034211
家屬,2,0.0000325340794482220123309
家屬,5,0.0004285992596921877782409
達到,1,0.0001108770373655615886074
達到,3,0.0002999688032444626007746
達到,2,0.0001301363177928880493234
達到,5,0.0001168907071887784985273
拍戲,1,0.0001108770373655615886074
拍戲,3,0.0000239975042595570068422
拍戲,2,0.0003904089533786641750754
拍戲,5,0.0000389635690629261616583
畫面,1,0.0018849096352145471282985
畫面,3,0.0000959900170382280273689
畫面,2,0.0001626703972411100548780
畫面,5,0.0001168907071887784985273
某些,1,0.0001108770373655615886074
某些,3,0.0001319862734275635291620
某些,2,0.0000325340794482220123309
某些,5,0.0001558542762517046466331
重量,1,0.0001108770373655615886074
重量,3,0.0003719613160231335772556
重量,2,0.0000325340794482220123309
重量,5,0.0000389635690629261616583
吵架,1,0.0001108770373655615886074
吵架,3,0.0001199875212977850240468
吵架,2,0.0000325340794482220123309
吵架,5,0.0004675628287551139941093
刺激,1,0.0001108770373655615886074
刺激,3,0.0001079887691680065324841
刺激,2,0.0000325340794482220123309
刺激,5,0.0000389635690629261616583
纖維,1,0.0001108770373655615886074
纖維,3,0.0001199875212977850240468
纖維,2,0.0000325340794482220123309
纖維,5,0.0000389635690629261616583
幾個,1,0.0004435081494622463544296
幾個,3,0.0001919800340764560547379
幾個,2,0.0000650681588964440246617
幾個,5,0.0005844535359438924248740
口感,1,0.0001108770373655615886074
口感,3,0.0002879700511146840685543
口感,2,0.0000325340794482220123309
口感,5,0.0000389635690629261616583
受到,1,0.0002217540747311231772148
受到,3,0.0003359650596337980890151
受到,2,0.0003253407944822201097561
受到,5,0.0000779271381258523233165
的話,1,0.0001108770373655615886074
的話,3,0.0006599313671378176458099
的話,2,0.0005530793506197742570585
的話,5,0.0005454899668809662632157
表示,1,0.0009978933362900543110191
表示,3,0.0002399750425955700480936
表示,2,0.0011386927806877704654615
表示,5,0.0006623806740697447481905
做事,1,0.0001108770373655615886074
做事,3,0.0001799812819466775496227
做事,2,0.0000325340794482220123309
做事,5,0.0000389635690629261616583
事,1,0.0005543851868278080107996
事,3,0.0006839288713973747102504
事,2,0.0003578748739304421153107
事,5,0.0011689070718877848497480
選擇,1,0.0004435081494622463544296
選擇,3,0.0008639101533440522598731
選擇,2,0.0003904089533786641750754
選擇,5,0.0001558542762517046466331
狗狗,1,0.0059873600177403262997955
狗狗,3,0.0000839912649084495222538
狗狗,2,0.0000976022383446660437688
狗狗,5,0.0000389635690629261616583
唱片,1,0.0001108770373655615886074
唱片,3,0.0000119987521297785034211
唱片,2,0.0003578748739304421153107
唱片,5,0.0000389635690629261616583
不好意思,1,0.0001108770373655615886074
不好意思,3,0.0000119987521297785034211
不好意思,2,0.0000325340794482220123309
不好意思,5,0.0003117085525034092932661
隱藏,1,0.0001108770373655615886074
隱藏,3,0.0001319862734275635291620
隱藏,2,0.0000325340794482220123309
隱藏,5,0.0000389635690629261616583
參加,1,0.0001108770373655615886074
參加,3,0.0000719925127786710171386
參加,2,0.0004880111917233301917392
參加,5,0.0001948178453146308082913
搭配,1,0.0002217540747311231772148
搭配,3,0.0004679513330613616181770
搭配,2,0.0002602726355857760986469
搭配,5,0.0000389635690629261616583
你們,1,0.0001108770373655615886074
你們,3,0.0002759712989849055905442
你們,2,0.0005856134300679962084030
你們,5,0.0013247613481394894963811
4,1,0.0004435081494622463544296
4,3,0.0015838352811307623499437
4,2,0.0005205452711715521972938
4,5,0.0004675628287551139941093
買,1,0.0004435081494622463544296
買,3,0.0006119363586187036253491
買,2,0.0000976022383446660437688
買,5,0.0012857977790765634431430
全球,1,0.0001108770373655615886074
全球,3,0.0003839600681529121094758
全球,2,0.0006181475095162182681677
全球,5,0.0000779271381258523233165
隻,1,0.0037698192704290942565970
隻,3,0.0000719925127786710171386
隻,2,0.0000325340794482220123309
隻,5,0.0001168907071887784985273
難受,1,0.0001108770373655615886074
難受,3,0.0000959900170382280273689
難受,2,0.0000325340794482220123309
難受,5,0.0000389635690629261616583
款,1,0.0001108770373655615886074
款,3,0.0002159775383360130649683
款,2,0.0000325340794482220123309
款,5,0.0000389635690629261616583
主人,1,0.0043242044572569023758168
主人,3,0.0000599937606488925120234
主人,2,0.0001301363177928880493234
主人,5,0.0000389635690629261616583
感動,1,0.0003326311120966847522697
感動,3,0.0001319862734275635291620
感動,2,0.0003578748739304421153107
