term,class,prob
感動,5,0.0008961620884473018265604
貓咪,1,0.0044350814946224640863970
貓咪,3,0.0000959900170382280273689
貓咪,2,0.0000325340794482220123309
貓咪,5,0.0000389635690629261616583
30,1,0.0001108770373655615886074
30,3,0.0004079575724124691197062
30,2,0.0003253407944822201097561
30,5,0.0001948178453146308082913
深深,1,0.0002217540747311231772148
深深,3,0.0000359962563893355085693
深深,2,0.0000650681588964440246617
深深,5,0.0003117085525034092932661
念書,1,0.0001108770373655615886074
念書,3,0.0000119987521297785034211
念書,2,0.0000325340794482220123309
念書,5,0.0001948178453146308082913
不安,1,0.0001108770373655615886074
不安,3,0.0001079887691680065324841
不安,2,0.0000325340794482220123309
不安,5,0.0000389635690629261616583
就夠,1,0.0001108770373655615886074
就夠,3,0.0000239975042595570068422
就夠,2,0.0000325340794482220123309
就夠,5,0.0002727449834404831316079
不宜,1,0.0001108770373655615886074
不宜,3,0.0002879700511146840685543
不宜,2,0.0000325340794482220123309
不宜,5,0.0000389635690629261616583
第一名,1,0.0001108770373655615886074
第一名,3,0.0002159775383360130649683
第一名,2,0.0000325340794482220123309
第一名,5,0.0000389635690629261616583
據悉,1,0.0001108770373655615886074
據悉,3,0.0000239975042595570068422
據悉,2,0.0002277385561375540930923
據悉,5,0.0000389635690629261616583
天蠍座,1,0.0001108770373655615886074
天蠍座,3,0.0002879700511146840685543
天蠍座,2,0.0000325340794482220123309
天蠍座,5,0.0000389635690629261616583
按,1,0.0001108770373655615886074
按,3,0.0001559837776871205393923
按,2,0.0000325340794482220123309
按,5,0.0002337814143775569970547
浸泡,1,0.0001108770373655615886074
浸泡,3,0.0001679825298168990445075
浸泡,2,0.0000325340794482220123309
浸泡,5,0.0000389635690629261616583
和,1,0.0044350814946224640863970
和,3,0.0055794197403470037130435
和,2,0.0063116114129550702702143
和,5,0.0049483732709916230727010
有效,1,0.0001108770373655615886074
有效,3,0.0003599625638933550992454
有效,2,0.0000650681588964440246617
有效,5,0.0000779271381258523233165
戲劇,1,0.0001108770373655615886074
戲劇,3,0.0000239975042595570068422
戲劇,2,0.0002602726355857760986469
戲劇,5,0.0000389635690629261616583
使用,1,0.0003326311120966847522697
使用,3,0.0006599313671378176458099
使用,2,0.0001952044766893320875377
使用,5,0.0001168907071887784985273
外面,1,0.0003326311120966847522697
外面,3,0.0000599937606488925120234
外面,2,0.0000650681588964440246617
外面,5,0.0003896356906292616165827
腸胃,1,0.0001108770373655615886074
腸胃,3,0.0001559837776871205393923
腸胃,2,0.0000325340794482220123309
腸胃,5,0.0000389635690629261616583
小心,1,0.0002217540747311231772148
小心,3,0.0002519737947253485803138
小心,2,0.0000650681588964440246617
小心,5,0.0000389635690629261616583
退隱,1,0.0001108770373655615886074
退隱,3,0.0000119987521297785034211
退隱,2,0.0001626703972411100548780
退隱,5,0.0000389635690629261616583
喜歡,1,0.0009978933362900543110191
喜歡,3,0.0020877828705814596189916
喜歡,2,0.0010085564628948824432431
喜歡,5,0.0010520163646990064731934
戀情,1,0.0001108770373655615886074
戀情,3,0.0000839912649084495222538
戀情,2,0.0010085564628948824432431
戀情,5,0.0000389635690629261616583
之,1,0.0002217540747311231772148
之,3,0.0005759401022293681371086
之,2,0.0003904089533786641750754
之,5,0.0003117085525034092932661
空氣,1,0.0001108770373655615886074
空氣,3,0.0001799812819466775496227
空氣,2,0.0000325340794482220123309
空氣,5,0.0000389635690629261616583
就要,1,0.0001108770373655615886074
就要,3,0.0000719925127786710171386
就要,2,0.0000650681588964440246617
就要,5,0.0003506721215663354549244
回應,1,0.0001108770373655615886074
回應,3,0.0000239975042595570068422
回應,2,0.0003253407944822201097561
回應,5,0.0000389635690629261616583
現身,1,0.0001108770373655615886074
現身,3,0.0000479950085191140136845
現身,2,0.0003578748739304421153107
現身,5,0.0000389635690629261616583
著,1,0.0035480651956979708354367
著,3,0.0014038539991840849087412
著,2,0.0020171129257897648864861
著,5,0.0054938632378725895527571
高,1,0.0002217540747311231772148
高,3,0.0005639413500995896048884
高,2,0.0003578748739304421153107
高,5,0.0005844535359438924248740
幫,1,0.0003326311120966847522697
幫,3,0.0001439850255573420342772
幫,2,0.0003253407944822201097561
幫,5,0.0009740892265731541498769
將於,1,0.0001108770373655615886074
將於,3,0.0000119987521297785034211
將於,2,0.0002277385561375540930923
將於,5,0.0000389635690629261616583
寵物,1,0.0008870162989244927088592
寵物,3,0.0000119987521297785034211
寵物,2,0.0000650681588964440246617
寵物,5,0.0000389635690629261616583
消息,1,0.0002217540747311231772148
消息,3,0.0000839912649084495222538
消息,2,0.0009434883039984383237136
消息,5,0.0002727449834404831316079
代謝,1,0.0001108770373655615886074
代謝,3,0.0001799812819466775496227
代謝,2,0.0000325340794482220123309
代謝,5,0.0000389635690629261616583
增加,1,0.0002217540747311231772148
增加,3,0.0003839600681529121094758
增加,2,0.0000976022383446660437688
增加,5,0.0000389635690629261616583
堅強,1,0.0001108770373655615886074
堅強,3,0.0003839600681529121094758
堅強,2,0.0000325340794482220123309
堅強,5,0.0003117085525034092932661
它,1,0.0034371881583324095585374
它,3,0.0011278827001991792097768
它,2,0.0001952044766893320875377
它,5,0.0001558542762517046466331
討厭,1,0.0002217540747311231772148
討厭,3,0.0003599625638933550992454
討厭,2,0.0000325340794482220123309
討厭,5,0.0000389635690629261616583
型,1,0.0001108770373655615886074
型,3,0.0001919800340764560547379
型,2,0.0001301363177928880493234
型,5,0.0000389635690629261616583
他,1,0.0024392948220423550306779
他,3,0.0037436106644908929454163
他,2,0.0110941210918437064419928
他,5,0.0145723748295343846770322
含量,1,0.0001108770373655615886074
含量,3,0.0002639725468551270583240
含量,2,0.0000325340794482220123309
含量,5,0.0000389635690629261616583
家庭,1,0.0001108770373655615886074
家庭,3,0.0001319862734275635291620
家庭,2,0.0006181475095162182681677
家庭,5,0.0006234171050068185865323
散步,1,0.0007761392615589311066993
散步,3,0.0000119987521297785034211
散步,2,0.0000325340794482220123309
散步,5,0.0000389635690629261616583
物質,1,0.0001108770373655615886074
物質,3,0.0003239663075040195567948
物質,2,0.0000325340794482220123309
物質,5,0.0000389635690629261616583
家人,1,0.0004435081494622463544296
家人,3,0.0002279762904657915700835
家人,2,0.0002277385561375540930923
家人,5,0.0012078706409507111198265
偶像,1,0.0001108770373655615886074
偶像,3,0.0000959900170382280273689
偶像,2,0.0004554771122751081861846
偶像,5,0.0000389635690629261616583
快速,1,0.0001108770373655615886074
快速,3,0.0001199875212977850240468
快速,2,0.0000325340794482220123309
快速,5,0.0000389635690629261616583
另外,1,0.0004435081494622463544296
另外,3,0.0002519737947253485803138
另外,2,0.0003253407944822201097561
另外,5,0.0000389635690629261616583
日常生活,1,0.0001108770373655615886074
日常生活,3,0.0000839912649084495222538
日常生活,2,0.0000325340794482220123309
日常生活,5,0.0000389635690629261616583
幫助,1,0.0004435081494622463544296
幫助,3,0.0004559525809315831401669
幫助,2,0.0001301363177928880493234
幫助,5,0.0004675628287551139941093
力氣,1,0.0001108770373655615886074
力氣,3,0.0000479950085191140136845
力氣,2,0.0000325340794482220123309
力氣,5,0.0002337814143775569970547
出道,1,0.0001108770373655615886074
出道,3,0.0000479950085191140136845
出道,2,0.0003578748739304421153107
出道,5,0.0000389635690629261616583
電影,1,0.0002217540747311231772148
電影,3,0.0005159463415804755844277
電影,2,0.0017568402902039886252089
電影,5,0.0003117085525034092932661
求,1,0.0002217540747311231772148
求,3,0.0000119987521297785034211
求,2,0.0000325340794482220123309
求,5,0.0001948178453146308082913
6,1,0.0004435081494622463544296
6,3,0.0009958964267716156806148
6,2,0.0003578748739304421153107
6,5,0.0005454899668809662632157
慾望,1,0.0001108770373655615886074
慾望,3,0.0001439850255573420342772
慾望,2,0.0000325340794482220123309
慾望,5,0.0000389635690629261616583
方便,1,0.0001108770373655615886074
方便,3,0.0001679825298168990445075
方便,2,0.0000650681588964440246617
方便,5,0.0001168907071887784985273
功效,1,0.0001108770373655615886074
功效,3,0.0002879700511146840685543
功效,2,0.0000325340794482220123309
功效,5,0.0000389635690629261616583
睡覺,1,0.0009978933362900543110191
睡覺,3,0.0001319862734275635291620
睡覺,2,0.0000325340794482220123309
睡覺,5,0.0004675628287551139941093
網友,1,0.0022175407473112320431985
網友,3,0.0002639725468551270583240
網友,2,0.0020821810846862087891751
網友,5,0.0005454899668809662632157
呢,1,0.0024392948220423550306779
呢,3,0.0013558589906649707798603
呢,2,0.0011386927806877704654615
呢,5,0.0008961620884473018265604
任何,1,0.0002217540747311231772148
任何,3,0.0004799500851911400961872
任何,2,0.0002602726355857760986469
任何,5,0.0002337814143775569970547
哭,1,0.0004435081494622463544296
哭,3,0.0000479950085191140136845
哭,2,0.0002928067150339981042015
哭,5,0.0010909799337619325264315
決定,1,0.0003326311120966847522697
決定,3,0.0001679825298168990445075
決定,2,0.0002928067150339981042015
決定,5,0.0010520163646990064731934
者,1,0.0003326311120966847522697
者,3,0.0002759712989849055905442
者,2,0.0000650681588964440246617
者,5,0.0000779271381258523233165
看,1,0.0024392948220423550306779
看,3,0.0013678577427947494205007
看,2,0.0011386927806877704654615
看,5,0.0019871420222092343529918
性格,1,0.0001108770373655615886074
性格,3,0.0003119675553742410787847
性格,2,0.0000650681588964440246617
性格,5,0.0002337814143775569970547
對,1,0.0016631555604834239239787
對,3,0.0030956780494828537234064
對,2,0.0028955330708917590906704
對,5,0.0038184297681667640593506
下班,1,0.0001108770373655615886074
下班,3,0.0000359962563893355085693
下班,2,0.0000325340794482220123309
下班,5,0.0003506721215663354549244
聽到,1,0.0004435081494622463544296
聽到,3,0.0001319862734275635291620
聽到,2,0.0002277385561375540930923
聽到,5,0.0005454899668809662632157
洗,1,0.0001108770373655615886074
洗,3,0.0004559525809315831401669
洗,2,0.0000325340794482220123309
洗,5,0.0001168907071887784985273
習慣,1,0.0001108770373655615886074
習慣,3,0.0002879700511146840685543
習慣,2,0.0000325340794482220123309
習慣,5,0.0002727449834404831316079
診斷,1,0.0002217540747311231772148
診斷,3,0.0000119987521297785034211
診斷,2,0.0000650681588964440246617
診斷,5,0.0003117085525034092932661
感,1,0.0001108770373655615886074
感,3,0.0004559525809315831401669
感,2,0.0002928067150339981042015
感,5,0.0000389635690629261616583
%,1,0.0001108770373655615886074
%,3,0.0005519425979698111810884
%,2,0.0000325340794482220123309
%,5,0.0001168907071887784985273
度,1,0.0001108770373655615886074
度,3,0.0002759712989849055905442
度,2,0.0001626703972411100548780
度,5,0.0000389635690629261616583
搭,1,0.0001108770373655615886074
搭,3,0.0004559525809315831401669
搭,2,0.0005205452711715521972938
搭,5,0.0000389635690629261616583
老公,1,0.0001108770373655615886074
老公,3,0.0000359962563893355085693
老公,2,0.0001626703972411100548780
老公,5,0.0018702513150204559764372
台灣,1,0.0008870162989244927088592
台灣,3,0.0007079263756569316662706
台灣,2,0.0020171129257897648864861
台灣,5,0.0001558542762517046466331
5,1,0.0002217540747311231772148
5,3,0.0019317990928943390253891
5,2,0.0006832156684126622792769
5,5,0.0003117085525034092932661
於,1,0.0002217540747311231772148
於,3,0.0005879388543591466693289
於,2,0.0009434883039984383237136
於,5,0.0002727449834404831316079
左右,1,0.0001108770373655615886074
左右,3,0.0003359650596337980890151
左右,2,0.0000976022383446660437688
左右,5,0.0001948178453146308082913
因此,1,0.0001108770373655615886074
因此,3,0.0005399438458400326488681
因此,2,0.0006832156684126622792769
因此,5,0.0002337814143775569970547
支持,1,0.0002217540747311231772148
支持,3,0.0000839912649084495222538
支持,2,0.0006832156684126622792769
支持,5,0.0001948178453146308082913
毒素,1,0.0001108770373655615886074
毒素,3,0.0002039787862062345598531
毒素,2,0.0000325340794482220123309
毒素,5,0.0000389635690629261616583
天秤座,1,0.0001108770373655615886074
天秤座,3,0.0002399750425955700480936
天秤座,2,0.0000325340794482220123309
天秤座,5,0.0000389635690629261616583
最高,1,0.0002217540747311231772148
最高,3,0.0002879700511146840685543
最高,2,0.0000976022383446660437688
最高,5,0.0001168907071887784985273
媒體,1,0.0001108770373655615886074
媒體,3,0.0000599937606488925120234
媒體,2,0.0009434883039984383237136
媒體,5,0.0002337814143775569970547
輕鬆,1,0.0003326311120966847522697
輕鬆,3,0.0002639725468551270583240
輕鬆,2,0.0000325340794482220123309
輕鬆,5,0.0001558542762517046466331
改善,1,0.0002217540747311231772148
改善,3,0.0001919800340764560547379
改善,2,0.0000325340794482220123309
改善,5,0.0000779271381258523233165
人類,1,0.0014414014857523007196588
人類,3,0.0001199875212977850240468
人類,2,0.0000325340794482220123309
人類,5,0.0000389635690629261616583
中,1,0.0024392948220423550306779
中,3,0.0032996568356890884458898
中,2,0.0035787487393044215867877
中,5,0.0017533606078316773830422
2007,1,0.0001108770373655615886074
2007,3,0.0000239975042595570068422
2007,2,0.0003904089533786641750754
2007,5,0.0000389635690629261616583
部位,1,0.0003326311120966847522697
部位,3,0.0002879700511146840685543
部位,2,0.0000325340794482220123309
部位,5,0.0000389635690629261616583
動物,1,0.0038806963077946555334963
動物,3,0.0002159775383360130649683
動物,2,0.0000325340794482220123309
動物,5,0.0000779271381258523233165
曾,1,0.0004435081494622463544296
曾,3,0.0003719613160231335772556
曾,2,0.0021472492435826526918641
曾,5,0.0003117085525034092932661
